datetime,elec_value
2021-04-17 11:00:00,326.742
2021-04-17 12:00:00,319.461
2021-04-17 13:00:00,322.994
2021-04-17 14:00:00,322.644
2021-04-17 15:00:00,323.442
2021-04-17 16:00:00,333.238
2021-04-17 17:00:00,335.589
2021-04-17 18:00:00,351.141
2021-04-17 19:00:00,347.911
2021-04-17 20:00:00,362.499
2021-04-17 21:00:00,368.109
2021-04-17 22:00:00,364.828
2021-04-17 23:00:00,372.609
2021-04-18 00:00:00,357.963
2021-04-18 01:00:00,363.423
2021-04-18 02:00:00,362.315
2021-04-18 03:00:00,361.967
2021-04-18 04:00:00,356.845
2021-04-18 05:00:00,354.002
2021-04-18 06:00:00,342.162
2021-04-18 07:00:00,317.552
2021-04-18 08:00:00,313.4
2021-04-18 09:00:00,313.568
2021-04-18 10:00:00,315.207
2021-04-18 11:00:00,304.606
2021-04-18 12:00:00,303.403
2021-04-18 13:00:00,302.799
2021-04-18 14:00:00,310.369
2021-04-18 15:00:00,306.39
2021-04-18 16:00:00,315.027
2021-04-18 17:00:00,319.368
2021-04-18 18:00:00,333.694
2021-04-18 19:00:00,333.296
2021-04-18 20:00:00,354.205
2021-04-18 21:00:00,366.763
2021-04-18 22:00:00,340.35
2021-04-18 23:00:00,335.769
2021-04-19 00:00:00,334.279
2021-04-19 01:00:00,329.489
2021-04-19 02:00:00,346.37
2021-04-19 03:00:00,333.461
2021-04-19 04:00:00,336.388
2021-04-19 05:00:00,335.215
2021-04-19 06:00:00,328.728
2021-04-19 07:00:00,308.427
2021-04-19 08:00:00,302.6
2021-04-19 09:00:00,313.395
2021-04-19 10:00:00,309.11
2021-04-19 11:00:00,310.997
2021-04-19 12:00:00,308.539
2021-04-19 13:00:00,316.539
2021-04-19 14:00:00,321.969
2021-04-19 15:00:00,324.907
2021-04-19 16:00:00,338.454
2021-04-19 17:00:00,337.973
2021-04-19 18:00:00,327.477
2021-04-19 19:00:00,329.06
2021-04-19 20:00:00,344.467
2021-04-19 21:00:00,340.894
2021-04-19 22:00:00,335.43
2021-04-19 23:00:00,348.609
2021-04-20 00:00:00,342.811
2021-04-20 01:00:00,348.436
2021-04-20 02:00:00,399.799
2021-04-20 03:00:00,344.161
2021-04-20 04:00:00,349.533
2021-04-20 05:00:00,340.32
2021-04-20 06:00:00,342.223
2021-04-20 07:00:00,317.792
2021-04-20 08:00:00,301.655
2021-04-20 09:00:00,313.556
2021-04-20 10:00:00,304.838
2021-04-20 11:00:00,315.286
2021-04-20 12:00:00,311.162
2021-04-20 13:00:00,324.366
2021-04-20 14:00:00,327.671
2021-04-20 15:00:00,312.75
2021-04-20 16:00:00,320.605
2021-04-20 17:00:00,332.131
2021-04-20 18:00:00,316.089
2021-04-20 19:00:00,335.499
2021-04-20 20:00:00,347.258
2021-04-20 21:00:00,353.817
2021-04-20 22:00:00,347.355
2021-04-20 23:00:00,356.649
2021-04-21 00:00:00,341.823
2021-04-21 01:00:00,339.618
2021-04-21 02:00:00,337.641
2021-04-21 03:00:00,338.817
2021-04-21 04:00:00,334.231
2021-04-21 05:00:00,334.117
2021-04-21 06:00:00,325.817
2021-04-21 07:00:00,310.991
2021-04-21 08:00:00,296.494
2021-04-21 09:00:00,311.56
2021-04-21 10:00:00,328.557
2021-04-21 11:00:00,324.869
2021-04-21 12:00:00,313.518
2021-04-21 13:00:00,320.819
2021-04-21 14:00:00,323.846
2021-04-21 15:00:00,325.797
2021-04-21 16:00:00,344.775
2021-04-21 17:00:00,356.998
2021-04-21 18:00:00,346.893
2021-04-21 19:00:00,360.226
2021-04-21 20:00:00,376.471
2021-04-21 21:00:00,376.358
2021-04-21 22:00:00,363.513
2021-04-21 23:00:00,356.76
2021-04-22 00:00:00,348.725
2021-04-22 01:00:00,344.163
2021-04-22 02:00:00,345.269
2021-04-22 03:00:00,350.441
2021-04-22 04:00:00,353.355
2021-04-22 05:00:00,345.229
2021-04-22 06:00:00,342.377
2021-04-22 07:00:00,318.931
2021-04-22 08:00:00,307.096
2021-04-22 09:00:00,331.143
2021-04-22 10:00:00,324.325
2021-04-22 11:00:00,335.994
2021-04-22 12:00:00,323.024
2021-04-22 13:00:00,339.945
2021-04-22 14:00:00,344.856
2021-04-22 15:00:00,345.116
2021-04-22 16:00:00,353.602
2021-04-22 17:00:00,350.749
2021-04-22 18:00:00,354.834
2021-04-22 19:00:00,357.942
2021-04-22 20:00:00,379.166
2021-04-22 21:00:00,376.614
2021-04-22 22:00:00,361.88
2021-04-22 23:00:00,358.935
2021-04-23 00:00:00,353.732
2021-04-23 01:00:00,350.081
2021-04-23 02:00:00,350.787
2021-04-23 03:00:00,352.79
2021-04-23 04:00:00,360.02
2021-04-23 05:00:00,350.722
2021-04-23 06:00:00,345.086
2021-04-23 07:00:00,326.759
2021-04-23 08:00:00,310.22
2021-04-23 09:00:00,329.859
2021-04-23 10:00:00,333.739
2021-04-23 11:00:00,333.254
2021-04-23 12:00:00,325.892
2021-04-23 13:00:00,342.3
2021-04-23 14:00:00,346.463
2021-04-23 15:00:00,351.918
2021-04-23 16:00:00,352.72
2021-04-23 17:00:00,379.921
2021-04-23 18:00:00,364.73
2021-04-23 19:00:00,376.119
2021-04-23 20:00:00,384.377
2021-04-23 21:00:00,382.855
2021-04-23 22:00:00,364.757
2021-04-23 23:00:00,370.357
2021-04-24 00:00:00,354.994
2021-04-24 01:00:00,362.044
2021-04-24 02:00:00,355.713
2021-04-24 03:00:00,352.418
2021-04-24 04:00:00,355.425
2021-04-24 05:00:00,361.257
2021-04-24 06:00:00,350.363
2021-04-24 07:00:00,325.358
2021-04-24 08:00:00,312.764
2021-04-24 09:00:00,323.847
2021-04-24 10:00:00,322.991
2021-04-24 11:00:00,340.598
2021-04-24 12:00:00,329.572
2021-04-24 13:00:00,340.525
2021-04-24 14:00:00,342.244
2021-04-24 15:00:00,338.936
2021-04-24 16:00:00,334.607
2021-04-24 17:00:00,341.685
2021-04-24 18:00:00,345.295
2021-04-24 19:00:00,352.935
2021-04-24 20:00:00,353.94
2021-04-24 21:00:00,360.06
2021-04-24 22:00:00,361.962
2021-04-24 23:00:00,350.598
2021-04-25 00:00:00,347.136
2021-04-25 01:00:00,345.275
2021-04-25 02:00:00,356.586
2021-04-25 03:00:00,348.562
2021-04-25 04:00:00,355.704
2021-04-25 05:00:00,343.39
2021-04-25 06:00:00,336.484
2021-04-25 07:00:00,316.894
2021-04-25 08:00:00,309.448
2021-04-25 09:00:00,318.547
2021-04-25 10:00:00,316.049
2021-04-25 11:00:00,324.82
2021-04-25 12:00:00,315.992
2021-04-25 13:00:00,328.576
2021-04-25 14:00:00,330.347
2021-04-25 15:00:00,327.115
2021-04-25 16:00:00,339.911
2021-04-25 17:00:00,338.511
2021-04-25 18:00:00,331.652
2021-04-25 19:00:00,338.736
2021-04-25 20:00:00,348.346
2021-04-25 21:00:00,363.916
2021-04-25 22:00:00,352.793
2021-04-25 23:00:00,357.405
2021-04-26 00:00:00,355.582
2021-04-26 01:00:00,351.041
2021-04-26 02:00:00,350.757
2021-04-26 03:00:00,346.974
2021-04-26 04:00:00,342.157
2021-04-26 05:00:00,330.831
2021-04-26 06:00:00,326.421
2021-04-26 07:00:00,291.848
2021-04-26 08:00:00,285.617
2021-04-26 09:00:00,298.83
2021-04-26 10:00:00,304.43
2021-04-26 11:00:00,310.096
2021-04-26 12:00:00,304.541
2021-04-26 13:00:00,313.744
2021-04-26 14:00:00,316.029
2021-04-26 15:00:00,319.292
2021-04-26 16:00:00,326.929
2021-04-26 17:00:00,331.802
2021-04-26 18:00:00,342.341
2021-04-26 19:00:00,349.701
2021-04-26 20:00:00,360.172
2021-04-26 21:00:00,374.263
2021-04-26 22:00:00,353.668
2021-04-26 23:00:00,364.208
2021-04-27 00:00:00,353.559
2021-04-27 01:00:00,352.085
2021-04-27 02:00:00,349.066
2021-04-27 03:00:00,356.744
2021-04-27 04:00:00,347.543
2021-04-27 05:00:00,360.672
2021-04-27 06:00:00,341.957
2021-04-27 07:00:00,333.953
2021-04-27 08:00:00,312.029
2021-04-27 09:00:00,325.004
2021-04-27 10:00:00,327.137
2021-04-27 11:00:00,330.46
2021-04-27 12:00:00,323.931
2021-04-27 13:00:00,341.902
2021-04-27 14:00:00,338.639
2021-04-27 15:00:00,354.211
2021-04-27 16:00:00,361.964
2021-04-27 17:00:00,361.665
2021-04-27 18:00:00,362.581
2021-04-27 19:00:00,365.428
2021-04-27 20:00:00,378.947
2021-04-27 21:00:00,375.516
2021-04-27 22:00:00,362.604
2021-04-27 23:00:00,363.617
2021-04-28 00:00:00,357.295
2021-04-28 01:00:00,346.382
2021-04-28 02:00:00,346.327
2021-04-28 03:00:00,345.608
2021-04-28 04:00:00,347.241
2021-04-28 05:00:00,342.029
2021-04-28 06:00:00,338.704
2021-04-28 07:00:00,321.156
2021-04-28 08:00:00,312.258
2021-04-28 09:00:00,324.772
2021-04-28 10:00:00,320.185
2021-04-28 11:00:00,325.179
2021-04-28 12:00:00,324.798
2021-04-28 13:00:00,341.341
2021-04-28 14:00:00,343.094
2021-04-28 15:00:00,336.946
2021-04-28 16:00:00,353.705
2021-04-28 17:00:00,367.298
2021-04-28 18:00:00,357.91
2021-04-28 19:00:00,367.633
2021-04-28 20:00:00,374.268
2021-04-28 21:00:00,379.612
2021-04-28 22:00:00,370.93
2021-04-28 23:00:00,369.896
2021-04-29 00:00:00,364.282
2021-04-29 01:00:00,354.366
2021-04-29 02:00:00,361.008
2021-04-29 03:00:00,363.889
2021-04-29 04:00:00,368.276
2021-04-29 05:00:00,363.973
2021-04-29 06:00:00,359.256
2021-04-29 07:00:00,333.59
2021-04-29 08:00:00,311.932
2021-04-29 09:00:00,324.618
2021-04-29 10:00:00,338.205
2021-04-29 11:00:00,339.783
2021-04-29 12:00:00,336.879
2021-04-29 13:00:00,357.557
2021-04-29 14:00:00,360.344
2021-04-29 15:00:00,364.416
2021-04-29 16:00:00,366.754
2021-04-29 17:00:00,370.336
2021-04-29 18:00:00,377.158
2021-04-29 19:00:00,379.776
2021-04-29 20:00:00,389.54
2021-04-29 21:00:00,396.12
2021-04-29 22:00:00,382.314
2021-04-29 23:00:00,378.134
2021-04-30 00:00:00,371.157
2021-04-30 01:00:00,360.632
2021-04-30 02:00:00,352.861
2021-04-30 03:00:00,363.975
2021-04-30 04:00:00,357.245
2021-04-30 05:00:00,363.477
2021-04-30 06:00:00,351.004
2021-04-30 07:00:00,343.625
2021-04-30 08:00:00,328.264
2021-04-30 09:00:00,352.766
2021-04-30 10:00:00,345.846
2021-04-30 11:00:00,351.852
2021-04-30 12:00:00,336.522
2021-04-30 13:00:00,368.173
2021-04-30 14:00:00,363.282
2021-04-30 15:00:00,365.534
2021-04-30 16:00:00,368.266
2021-04-30 17:00:00,387.847
2021-04-30 18:00:00,374.667
2021-04-30 19:00:00,386.35
2021-04-30 20:00:00,392.825
2021-04-30 21:00:00,384.143
2021-04-30 22:00:00,372.952
2021-04-30 23:00:00,364.397
2021-05-01 00:00:00,348.215
2021-05-01 01:00:00,352.424
2021-05-01 02:00:00,349.321
2021-05-01 03:00:00,354.129
2021-05-01 04:00:00,347.296
2021-05-01 05:00:00,346.838
2021-05-01 06:00:00,336.287
2021-05-01 07:00:00,332.041
2021-05-01 08:00:00,308.719
2021-05-01 09:00:00,329.398
2021-05-01 10:00:00,328.359
2021-05-01 11:00:00,330.05
2021-05-01 12:00:00,327.88
2021-05-01 13:00:00,341.354
2021-05-01 14:00:00,346.861
2021-05-01 15:00:00,351.152
2021-05-01 16:00:00,347.034
2021-05-01 17:00:00,349.622
2021-05-01 18:00:00,338.144
2021-05-01 19:00:00,346.654
2021-05-01 20:00:00,361.999
2021-05-01 21:00:00,363.214
2021-05-01 22:00:00,350.98
2021-05-01 23:00:00,344.314
2021-05-02 00:00:00,341.313
2021-05-02 01:00:00,333.406
2021-05-02 02:00:00,340.731
2021-05-02 03:00:00,336.528
2021-05-02 04:00:00,336.234
2021-05-02 05:00:00,340.045
2021-05-02 06:00:00,338.292
2021-05-02 07:00:00,312.55
2021-05-02 08:00:00,299.87
2021-05-02 09:00:00,319.155
2021-05-02 10:00:00,327.845
2021-05-02 11:00:00,322.089
2021-05-02 12:00:00,309.79
2021-05-02 13:00:00,317.614
2021-05-02 14:00:00,316.462
2021-05-02 15:00:00,329.169
2021-05-02 16:00:00,328.593
2021-05-02 17:00:00,335.38
2021-05-02 18:00:00,335.909
2021-05-02 19:00:00,339.819
2021-05-02 20:00:00,350.96
2021-05-02 21:00:00,359.606
2021-05-02 22:00:00,346.241
2021-05-02 23:00:00,351.268
2021-05-03 00:00:00,353.988
2021-05-03 01:00:00,339.946
2021-05-03 02:00:00,340.481
2021-05-03 03:00:00,354.972
2021-05-03 04:00:00,343.98
2021-05-03 05:00:00,350.377
2021-05-03 06:00:00,337.827
2021-05-03 07:00:00,326.737
2021-05-03 08:00:00,309.794
2021-05-03 09:00:00,324.205
2021-05-03 10:00:00,338.362
2021-05-03 11:00:00,342.005
2021-05-03 12:00:00,336.025
2021-05-03 13:00:00,355.822
2021-05-03 14:00:00,342.474
2021-05-03 15:00:00,347.434
2021-05-03 16:00:00,360.777
2021-05-03 17:00:00,368.238
2021-05-03 18:00:00,375.571
2021-05-03 19:00:00,375.064
2021-05-03 20:00:00,379.672
2021-05-03 21:00:00,380.428
2021-05-03 22:00:00,363.434
2021-05-03 23:00:00,367.936
2021-05-04 00:00:00,360.608
2021-05-04 01:00:00,360.867
2021-05-04 02:00:00,359
2021-05-04 03:00:00,363.696
2021-05-04 04:00:00,348.975
2021-05-04 05:00:00,355.206
2021-05-04 06:00:00,343.729
2021-05-04 07:00:00,326.756
2021-05-04 08:00:00,297.133
2021-05-04 09:00:00,320.85
2021-05-04 10:00:00,315.791
2021-05-04 11:00:00,314.005
2021-05-04 12:00:00,315.186
2021-05-04 13:00:00,326.402
2021-05-04 14:00:00,332.56
2021-05-04 15:00:00,334.449
2021-05-04 16:00:00,342.274
2021-05-04 17:00:00,352.663
2021-05-04 18:00:00,349.578
2021-05-04 19:00:00,347.678
2021-05-04 20:00:00,369.03
2021-05-04 21:00:00,370.224
2021-05-04 22:00:00,358.469
2021-05-04 23:00:00,363.035
2021-05-05 00:00:00,430.938
2021-05-05 01:00:00,344.268
2021-05-05 02:00:00,345.716
2021-05-05 03:00:00,356.285
2021-05-05 04:00:00,357.451
2021-05-05 05:00:00,354.28
2021-05-05 06:00:00,341.519
2021-05-05 07:00:00,330.45
2021-05-05 08:00:00,309.822
2021-05-05 09:00:00,326.575
2021-05-05 10:00:00,325.047
2021-05-05 11:00:00,340.949
2021-05-05 12:00:00,323.404
2021-05-05 13:00:00,355.188
2021-05-05 14:00:00,365.886
2021-05-05 15:00:00,354.933
2021-05-05 16:00:00,362.643
2021-05-05 17:00:00,364.929
2021-05-05 18:00:00,371.451
2021-05-05 19:00:00,360.777
2021-05-05 20:00:00,363.715
2021-05-05 21:00:00,367.82
2021-05-05 22:00:00,368.171
2021-05-05 23:00:00,368.915
2021-05-06 00:00:00,352.896
2021-05-06 01:00:00,356.043
2021-05-06 02:00:00,355.657
2021-05-06 03:00:00,359.753
2021-05-06 04:00:00,352.984
2021-05-06 05:00:00,347.992
2021-05-06 06:00:00,331.967
2021-05-06 07:00:00,321.527
2021-05-06 08:00:00,303.961
2021-05-06 09:00:00,335.488
2021-05-06 10:00:00,332.563
2021-05-06 11:00:00,332.032
2021-05-06 12:00:00,327.786
2021-05-06 13:00:00,344.737
2021-05-06 14:00:00,353.4
2021-05-06 15:00:00,355.013
2021-05-06 16:00:00,352.277
2021-05-06 17:00:00,366.886
2021-05-06 18:00:00,354.514
2021-05-06 19:00:00,355.607
2021-05-06 20:00:00,357.425
2021-05-06 21:00:00,371.263
2021-05-06 22:00:00,367.293
2021-05-06 23:00:00,348.933
2021-05-07 00:00:00,338.436
2021-05-07 01:00:00,334.1
2021-05-07 02:00:00,339.412
2021-05-07 03:00:00,352.419
2021-05-07 04:00:00,352.257
2021-05-07 05:00:00,353.493
2021-05-07 06:00:00,335.08
2021-05-07 07:00:00,323.759
2021-05-07 08:00:00,313.974
2021-05-07 09:00:00,323.315
2021-05-07 10:00:00,324.508
2021-05-07 11:00:00,332.56
2021-05-07 12:00:00,345.753
2021-05-07 13:00:00,355.285
2021-05-07 14:00:00,353.511
2021-05-07 15:00:00,357.516
2021-05-07 16:00:00,371.682
2021-05-07 17:00:00,388.27
2021-05-07 18:00:00,375.581
2021-05-07 19:00:00,363.255
2021-05-07 20:00:00,364.013
2021-05-07 21:00:00,366.92
2021-05-07 22:00:00,351.681
2021-05-07 23:00:00,356.158
2021-05-08 00:00:00,352.081
2021-05-08 01:00:00,342.201
2021-05-08 02:00:00,340.714
2021-05-08 03:00:00,347.02
2021-05-08 04:00:00,347.032
2021-05-08 05:00:00,357.604
2021-05-08 06:00:00,330.151
2021-05-08 07:00:00,316.67
2021-05-08 08:00:00,291.176
2021-05-08 09:00:00,314.279
2021-05-08 10:00:00,325.408
2021-05-08 11:00:00,334.459
2021-05-08 12:00:00,333.064
2021-05-08 13:00:00,353.386
2021-05-08 14:00:00,352.397
2021-05-08 15:00:00,363.114
2021-05-08 16:00:00,369.656
2021-05-08 17:00:00,385.364
2021-05-08 18:00:00,373.104
2021-05-08 19:00:00,363.644
2021-05-08 20:00:00,373.302
2021-05-08 21:00:00,367.468
2021-05-08 22:00:00,371.863
2021-05-08 23:00:00,357.581
2021-05-09 00:00:00,411.905
2021-05-09 01:00:00,348.899
2021-05-09 02:00:00,355.969
2021-05-09 03:00:00,355.09
2021-05-09 04:00:00,360.258
2021-05-09 05:00:00,365.41
2021-05-09 06:00:00,361.52
2021-05-09 07:00:00,335.964
2021-05-09 08:00:00,318.205
2021-05-09 09:00:00,330.948
2021-05-09 10:00:00,340.928
2021-05-09 11:00:00,346.987
2021-05-09 12:00:00,332.916
2021-05-09 13:00:00,344.667
2021-05-09 14:00:00,341.999
2021-05-09 15:00:00,348.682
2021-05-09 16:00:00,351.142
2021-05-09 17:00:00,356
2021-05-09 18:00:00,362.946
2021-05-09 19:00:00,366.424
2021-05-09 20:00:00,381.646
2021-05-09 21:00:00,378.419
2021-05-09 22:00:00,364.984
2021-05-09 23:00:00,384.973
2021-05-10 00:00:00,362.359
2021-05-10 01:00:00,357.02
2021-05-10 02:00:00,371.48
2021-05-10 03:00:00,371.974
2021-05-10 04:00:00,361.759
2021-05-10 05:00:00,363.208
2021-05-10 06:00:00,340.65
2021-05-10 07:00:00,326.056
2021-05-10 08:00:00,312.075
2021-05-10 09:00:00,318.978
2021-05-10 10:00:00,319.067
2021-05-10 11:00:00,327.556
2021-05-10 12:00:00,327.777
2021-05-10 13:00:00,344.77
2021-05-10 14:00:00,349.217
2021-05-10 15:00:00,351.534
2021-05-10 16:00:00,353.344
2021-05-10 17:00:00,365.865
2021-05-10 18:00:00,359.382
2021-05-10 19:00:00,357.108
2021-05-10 20:00:00,366.037
2021-05-10 21:00:00,356.574
2021-05-10 22:00:00,359.6
2021-05-10 23:00:00,362.027
2021-05-11 00:00:00,362.215
2021-05-11 01:00:00,363.035
2021-05-11 02:00:00,357.284
2021-05-11 03:00:00,369.1
2021-05-11 04:00:00,355.713
2021-05-11 05:00:00,358.922
2021-05-11 06:00:00,355.521
2021-05-11 07:00:00,341.423
2021-05-11 08:00:00,321.38
2021-05-11 09:00:00,348.725
2021-05-11 10:00:00,347.422
2021-05-11 11:00:00,343.307
2021-05-11 12:00:00,349.121
2021-05-11 13:00:00,348.172
2021-05-11 14:00:00,366.074
2021-05-11 15:00:00,369.469
2021-05-11 16:00:00,371.724
2021-05-11 17:00:00,386.136
2021-05-11 18:00:00,380.071
2021-05-11 19:00:00,378.18
2021-05-11 20:00:00,388.505
2021-05-11 21:00:00,381.443
2021-05-11 22:00:00,383.122
2021-05-11 23:00:00,382.854
2021-05-12 00:00:00,391.459
2021-05-12 01:00:00,383.333
2021-05-12 02:00:00,377.008
2021-05-12 03:00:00,383.071
2021-05-12 04:00:00,376.982
2021-05-12 05:00:00,387.207
2021-05-12 06:00:00,358.702
2021-05-12 07:00:00,341.1
2021-05-12 08:00:00,314.978
2021-05-12 09:00:00,340.323
2021-05-12 10:00:00,350.27
2021-05-12 11:00:00,346.908
2021-05-12 12:00:00,353.594
2021-05-12 13:00:00,368.686
2021-05-12 14:00:00,374.739
2021-05-12 15:00:00,359.042
2021-05-12 16:00:00,376.152
2021-05-12 17:00:00,384.423
2021-05-12 18:00:00,393.08
2021-05-12 19:00:00,382.752
2021-05-12 20:00:00,386.164
2021-05-12 21:00:00,372.445
2021-05-12 22:00:00,374.546
2021-05-12 23:00:00,365.189
2021-05-13 00:00:00,358.464
2021-05-13 01:00:00,355.383
2021-05-13 02:00:00,355.652
2021-05-13 03:00:00,368.489
2021-05-13 04:00:00,357.036
2021-05-13 05:00:00,370.133
2021-05-13 06:00:00,345.672
2021-05-13 07:00:00,336.609
2021-05-13 08:00:00,318.321
2021-05-13 09:00:00,345.274
2021-05-13 10:00:00,349.302
2021-05-13 11:00:00,342.868
2021-05-13 12:00:00,342.086
2021-05-13 13:00:00,355.438
2021-05-13 14:00:00,365.014
2021-05-13 15:00:00,372.774
2021-05-13 16:00:00,382.998
2021-05-13 17:00:00,384.276
2021-05-13 18:00:00,385.976
2021-05-13 19:00:00,383.437
2021-05-13 20:00:00,380.233
2021-05-13 21:00:00,388.194
2021-05-13 22:00:00,381.392
2021-05-13 23:00:00,379.318